date,industry_name,holding_count
2017-09-29,酒、饮料和精制茶制造业,5
2017-09-29,食品制造业,3
2017-09-29,黑色金属冶炼和压延加工业,2
2017-12-29,专用设备制造业,2
2017-12-29,化学纤维制造业,3
2017-12-29,医药制造业,6
2017-12-29,商务服务业,1
2017-12-29,房地产业,1
2017-12-29,汽车制造业,1
2017-12-29,畜牧业,1
2017-12-29,航空运输业,2
2017-12-29,计算机、通信和其他电子设备制造业,3
2017-12-29,酒、饮料和精制茶制造业,4
2017-12-29,非金属矿物制品业,2
2017-12-29,食品制造业,3
2017-12-29,黑色金属冶炼和压延加工业,1
2018-03-30,专用设备制造业,2
2018-03-30,仪器仪表制造业,2
2018-03-30,医药制造业,8
2018-03-30,卫生,3
2018-03-30,文教、工美、体育和娱乐用品制造业,1
2018-03-30,水上运输业,1
2018-03-30,研究和试验发展,1
2018-03-30,计算机、通信和其他电子设备制造业,1
2018-03-30,软件和信息技术服务业,9
2018-03-30,零售业,1
2018-03-30,食品制造业,1
2018-06-29,专用设备制造业,2
2018-06-29,化学原料和化学制品制造业,2
2018-06-29,医药制造业,5
2018-06-29,卫生,1
2018-06-29,商务服务业,1
2018-06-29,家具制造业,1
2018-06-29,文化艺术业,1
2018-06-29,有色金属矿采选业,1
2018-06-29,研究和试验发展,1
2018-06-29,纺织服装、服饰业,1
2018-06-29,航空运输业,1
2018-06-29,酒、饮料和精制茶制造业,8
2018-06-29,零售业,1
2018-06-29,食品制造业,3
2018-06-29,黑色金属冶炼和压延加工业,1
2018-09-28,专用设备制造业,1
2018-09-28,化学原料和化学制品制造业,3
2018-09-28,医药制造业,3
2018-09-28,开采辅助活动,1
2018-09-28,有色金属冶炼和压延加工业,1
2018-09-28,煤炭开采和洗选业,1
2018-09-28,燃气生产和供应业,2
2018-09-28,石油和天然气开采业,2
2018-09-28,航空运输业,1
2018-09-28,计算机、通信和其他电子设备制造业,1
2018-09-28,软件和信息技术服务业,2
2018-09-28,造纸和纸制品业,1
2018-09-28,酒、饮料和精制茶制造业,2
2018-09-28,金属制品业,2
2018-09-28,非金属矿物制品业,2
2018-09-28,食品制造业,5
2018-12-28,专用设备制造业,1
2018-12-28,其他制造业,1
2018-12-28,化学原料和化学制品制造业,3
2018-12-28,医药制造业,5
2018-12-28,商务服务业,1
2018-12-28,新闻和出版业,1
2018-12-28,有色金属矿采选业,1
2018-12-28,橡胶和塑料制品业,1
2018-12-28,电气机械和器材制造业,2
2018-12-28,畜牧业,1
2018-12-28,皮革、毛皮、羽毛及其制品和制鞋业,1
2018-12-28,计算机、通信和其他电子设备制造业,4
2018-12-28,软件和信息技术服务业,2
2018-12-28,道路运输业,3
2018-12-28,酒、饮料和精制茶制造业,1
2018-12-28,金属制品业,1
2018-12-28,食品制造业,1
2019-03-29,专用设备制造业,1
2019-03-29,互联网和相关服务,2
2019-03-29,农副食品加工业,1
2019-03-29,化学原料和化学制品制造业,4
2019-03-29,医药制造业,5
2019-03-29,印刷和记录媒介复制业,2
2019-03-29,土木工程建筑业,1
2019-03-29,广播、电视、电影和影视录音制作业,1
2019-03-29,电力、热力生产和供应业,1
2019-03-29,电气机械和器材制造业,1
2019-03-29,石油加工、炼焦和核燃料加工业,1
2019-03-29,计算机、通信和其他电子设备制造业,4
2019-03-29,软件和信息技术服务业,2
2019-03-29,造纸和纸制品业,1
2019-03-29,酒、饮料和精制茶制造业,3
2019-06-28,专业技术服务业,1
2019-06-28,专用设备制造业,2
2019-06-28,医药制造业,2
2019-06-28,卫生,1
2019-06-28,商务服务业,1
2019-06-28,文教、工美、体育和娱乐用品制造业,1
2019-06-28,有色金属冶炼和压延加工业,1
2019-06-28,橡胶和塑料制品业,1
2019-06-28,研究和试验发展,1
2019-06-28,航空运输业,1
2019-06-28,计算机、通信和其他电子设备制造业,6
2019-06-28,通用设备制造业,1
2019-06-28,酒、饮料和精制茶制造业,7
2019-06-28,铁路、船舶、航空航天和其他运输设备制造业,1
2019-06-28,食品制造业,3
2019-09-30,专业技术服务业,1
2019-09-30,专用设备制造业,4
2019-09-30,互联网和相关服务,2
2019-09-30,仪器仪表制造业,1
2019-09-30,化学原料和化学制品制造业,1
2019-09-30,医药制造业,3
2019-09-30,卫生,2
2019-09-30,广播、电视、电影和影视录音制作业,1
2019-09-30,房地产业,1
2019-09-30,计算机、通信和其他电子设备制造业,7
2019-09-30,软件和信息技术服务业,2
2019-09-30,通用设备制造业,2
2019-09-30,酒、饮料和精制茶制造业,2
2019-09-30,铁路、船舶、航空航天和其他运输设备制造业,1
2019-12-31,专用设备制造业,1
2019-12-31,互联网和相关服务,5
2019-12-31,农副食品加工业,1
2019-12-31,化学原料和化学制品制造业,2
2019-12-31,商务服务业,1
2019-12-31,房地产业,1
2019-12-31,橡胶和塑料制品业,1
2019-12-31,水上运输业,1
2019-12-31,汽车制造业,1
2019-12-31,电气机械和器材制造业,2
2019-12-31,纺织业,1
2019-12-31,纺织服装、服饰业,1
2019-12-31,计算机、通信和其他电子设备制造业,8
2019-12-31,道路运输业,1
2019-12-31,金属制品业,1
2019-12-31,零售业,1
2019-12-31,非金属矿物制品业,1
2020-03-31,专用设备制造业,3
2020-03-31,互联网和相关服务,1
2020-03-31,农业,1
2020-03-31,农副食品加工业,4
2020-03-31,化学原料和化学制品制造业,1
2020-03-31,医药制造业,9
2020-03-31,有色金属矿采选业,1
2020-03-31,橡胶和塑料制品业,1
2020-03-31,电气机械和器材制造业,1
2020-03-31,畜牧业,1
2020-03-31,通用设备制造业,1
2020-03-31,酒、饮料和精制茶制造业,1
2020-03-31,金属制品业,1
2020-03-31,非金属矿物制品业,2
2020-03-31,食品制造业,2
2020-06-30,专业技术服务业,1
2020-06-30,专用设备制造业,6
2020-06-30,互联网和相关服务,5
2020-06-30,仪器仪表制造业,1
2020-06-30,化学原料和化学制品制造业,1
2020-06-30,医药制造业,5
2020-06-30,商务服务业,1
2020-06-30,家具制造业,1
2020-06-30,房地产业,1
2020-06-30,橡胶和塑料制品业,1
2020-06-30,电气机械和器材制造业,1
2020-06-30,研究和试验发展,1
2020-06-30,装卸搬运和运输代理业,1
2020-06-30,酒、饮料和精制茶制造业,1
2020-06-30,金属制品业,1
2020-06-30,零售业,1
2020-06-30,非金属矿物制品业,1
2020-09-30,专用设备制造业,4
2020-09-30,互联网和相关服务,1
2020-09-30,仓储业,1
2020-09-30,仪器仪表制造业,1
2020-09-30,其他制造业,1
2020-09-30,农副食品加工业,1
2020-09-30,化学原料和化学制品制造业,2
2020-09-30,卫生,1
2020-09-30,橡胶和塑料制品业,1
2020-09-30,汽车制造业,2
2020-09-30,电气机械和器材制造业,5
2020-09-30,纺织服装、服饰业,1
2020-09-30,酒、饮料和精制茶制造业,3
2020-09-30,铁路、船舶、航空航天和其他运输设备制造业,4
2020-09-30,非金属矿物制品业,1
2020-09-30,食品制造业,1
2020-12-31,专用设备制造业,3
2020-12-31,化学原料和化学制品制造业,2
2020-12-31,有色金属冶炼和压延加工业,1
2020-12-31,橡胶和塑料制品业,1
2020-12-31,水上运输业,1
2020-12-31,汽车制造业,1
2020-12-31,电力、热力生产和供应业,2
2020-12-31,电气机械和器材制造业,5
2020-12-31,纺织服装、服饰业,1
2020-12-31,计算机、通信和其他电子设备制造业,5
2020-12-31,酒、饮料和精制茶制造业,7
2020-12-31,黑色金属冶炼和压延加工业,1
2021-03-31,专业技术服务业,1
2021-03-31,专用设备制造业,1
2021-03-31,仪器仪表制造业,2
2021-03-31,化学原料和化学制品制造业,1
2021-03-31,土木工程建筑业,1
2021-03-31,家具制造业,1
2021-03-31,建筑装饰和其他建筑业,1
2021-03-31,房地产业,1
2021-03-31,有色金属矿采选业,1
2021-03-31,橡胶和塑料制品业,1
2021-03-31,水的生产和供应业,1
2021-03-31,燃气生产和供应业,1
2021-03-31,电力、热力生产和供应业,7
2021-03-31,电气机械和器材制造业,1
2021-03-31,研究和试验发展,1
2021-03-31,租赁业,1
2021-03-31,纺织服装、服饰业,2
2021-03-31,计算机、通信和其他电子设备制造业,2
2021-03-31,通用设备制造业,2
2021-03-31,黑色金属冶炼和压延加工业,1
2021-06-29,仪器仪表制造业,1
2021-06-29,化学原料和化学制品制造业,6
2021-06-29,医药制造业,4
2021-06-29,批发业,1
2021-06-29,橡胶和塑料制品业,1
2021-06-29,水上运输业,1
2021-06-29,电气机械和器材制造业,4
2021-06-29,综合,1
2021-06-29,计算机、通信和其他电子设备制造业,5
2021-06-29,软件和信息技术服务业,2
2021-06-29,酒、饮料和精制茶制造业,3
2021-06-29,零售业,1
2021-06-30,专用设备制造业,2
2021-06-30,仪器仪表制造业,1
2021-06-30,化学原料和化学制品制造业,5
2021-06-30,医药制造业,3
2021-06-30,批发业,1
2021-06-30,橡胶和塑料制品业,1
2021-06-30,水上运输业,1
2021-06-30,电气机械和器材制造业,3
2021-06-30,综合,1
2021-06-30,计算机、通信和其他电子设备制造业,4
2021-06-30,软件和信息技术服务业,3
2021-06-30,通用设备制造业,1
2021-06-30,酒、饮料和精制茶制造业,3
2021-06-30,零售业,1
2021-09-30,专用设备制造业,1
2021-09-30,化学原料和化学制品制造业,5
2021-09-30,有色金属冶炼和压延加工业,1
2021-09-30,煤炭开采和洗选业,3
2021-09-30,电力、热力生产和供应业,8
2021-09-30,电气机械和器材制造业,3
2021-09-30,石油和天然气开采业,1
2021-09-30,纺织业,1
2021-09-30,计算机、通信和其他电子设备制造业,1
2021-09-30,软件和信息技术服务业,1
2021-09-30,通用设备制造业,1
2021-09-30,金属制品业,3
2021-09-30,非金属矿物制品业,1
2021-12-31,专用设备制造业,5
2021-12-31,互联网和相关服务,2
2021-12-31,仪器仪表制造业,1
2021-12-31,化学原料和化学制品制造业,3
2021-12-31,医药制造业,6
2021-12-31,新闻和出版业,1
2021-12-31,汽车制造业,1
2021-12-31,石油加工、炼焦和核燃料加工业,1
2021-12-31,软件和信息技术服务业,1
2021-12-31,通用设备制造业,2
2021-12-31,道路运输业,2
2021-12-31,金属制品业,1
2021-12-31,零售业,1
2021-12-31,非金属矿物制品业,2
2021-12-31,黑色金属冶炼和压延加工业,1
2022-03-31,专业技术服务业,1
2022-03-31,专用设备制造业,1
2022-03-31,仪器仪表制造业,1
2022-03-31,农业,1
2022-03-31,农副食品加工业,1
2022-03-31,化学原料和化学制品制造业,2
2022-03-31,医药制造业,10
2022-03-31,土木工程建筑业,2
2022-03-31,房地产业,6
2022-03-31,批发业,1
2022-03-31,煤炭开采和洗选业,2
2022-03-31,软件和信息技术服务业,1
2022-03-31,通用设备制造业,1
2022-06-30,专用设备制造业,1
2022-06-30,公共设施管理业,1
2022-06-30,农副食品加工业,1
2022-06-30,化学原料和化学制品制造业,5
2022-06-30,有色金属冶炼和压延加工业,1
2022-06-30,橡胶和塑料制品业,1
2022-06-30,汽车制造业,3
2022-06-30,煤炭开采和洗选业,2
2022-06-30,电气机械和器材制造业,8
2022-06-30,计算机、通信和其他电子设备制造业,2
2022-06-30,通用设备制造业,2
2022-06-30,非金属矿物制品业,3
2022-09-30,专用设备制造业,6
2022-09-30,仪器仪表制造业,1
2022-09-30,农副食品加工业,1
2022-09-30,化学原料和化学制品制造业,4
2022-09-30,化学纤维制造业,1
2022-09-30,房地产业,1
2022-09-30,水上运输业,1
2022-09-30,煤炭开采和洗选业,2
2022-09-30,燃气生产和供应业,2
2022-09-30,电气机械和器材制造业,4
2022-09-30,纺织业,1
2022-09-30,计算机、通信和其他电子设备制造业,2
2022-09-30,通用设备制造业,1
2022-09-30,酒、饮料和精制茶制造业,2
2022-09-30,金属制品业,1
2022-12-30,专用设备制造业,2
2022-12-30,互联网和相关服务,3
2022-12-30,住宿业,1
2022-12-30,公共设施管理业,1
2022-12-30,农副食品加工业,1
2022-12-30,医药制造业,1
2022-12-30,商务服务业,1
2022-12-30,废弃资源综合利用业,1
2022-12-30,房地产业,3
2022-12-30,文化艺术业,1
2022-12-30,有色金属矿采选业,1
2022-12-30,纺织服装、服饰业,1
2022-12-30,软件和信息技术服务业,3
2022-12-30,造纸和纸制品业,1
2022-12-30,金属制品业,1
2022-12-30,零售业,5
2022-12-30,食品制造业,1
2022-12-30,餐饮业,2
2023-03-31,互联网和相关服务,8
2023-03-31,农业,1
2023-03-31,医药制造业,1
2023-03-31,广播、电视、电影和影视录音制作业,1
2023-03-31,电信、广播电视和卫星传输服务,1
2023-03-31,计算机、通信和其他电子设备制造业,11
2023-03-31,软件和信息技术服务业,7
2023-06-30,专用设备制造业,4
2023-06-30,互联网和相关服务,2
2023-06-30,仪器仪表制造业,4
2023-06-30,化学纤维制造业,1
2023-06-30,家具制造业,1
2023-06-30,汽车制造业,2
2023-06-30,电力、热力生产和供应业,1
2023-06-30,电气机械和器材制造业,3
2023-06-30,纺织服装、服饰业,1
2023-06-30,计算机、通信和其他电子设备制造业,5
2023-06-30,软件和信息技术服务业,3
2023-06-30,通用设备制造业,3
2023-09-28,专用设备制造业,1
2023-09-28,化学原料和化学制品制造业,1
2023-09-28,医药制造业,7
2023-09-28,家具制造业,1
2023-09-28,房地产业,1
2023-09-28,煤炭开采和洗选业,1
2023-09-28,电气机械和器材制造业,1
2023-09-28,石油和天然气开采业,1
2023-09-28,纺织服装、服饰业,1
2023-09-28,计算机、通信和其他电子设备制造业,6
2023-09-28,软件和信息技术服务业,3
2023-09-28,通用设备制造业,2
2023-09-28,金属制品业,1
2023-09-28,非金属矿物制品业,1
2023-09-28,食品制造业,2
2023-12-29,专业技术服务业,1
2023-12-29,专用设备制造业,1
2023-12-29,仪器仪表制造业,1
2023-12-29,其他制造业,1
2023-12-29,化学原料和化学制品制造业,3
2023-12-29,医药制造业,3
2023-12-29,商务服务业,1
2023-12-29,土木工程建筑业,1
2023-12-29,家具制造业,1
2023-12-29,建筑装饰和其他建筑业,1
2023-12-29,批发业,1
2023-12-29,教育,1
2023-12-29,橡胶和塑料制品业,2
2023-12-29,汽车制造业,1
2023-12-29,电信、广播电视和卫星传输服务,1
2023-12-29,电气机械和器材制造业,1
2023-12-29,计算机、通信和其他电子设备制造业,5
2023-12-29,软件和信息技术服务业,1
2023-12-29,通用设备制造业,1
2023-12-29,铁路、船舶、航空航天和其他运输设备制造业,1
2023-12-29,食品制造业,1
2024-03-29,专业技术服务业,1
2024-03-29,专用设备制造业,2
2024-03-29,仪器仪表制造业,1
2024-03-29,化学原料和化学制品制造业,3
2024-03-29,开采辅助活动,2
2024-03-29,批发业,1
2024-03-29,有色金属矿采选业,3
2024-03-29,汽车制造业,1
2024-03-29,煤炭开采和洗选业,1
2024-03-29,电气机械和器材制造业,1
2024-03-29,石油和天然气开采业,1
2024-03-29,航空运输业,1
2024-03-29,计算机、通信和其他电子设备制造业,6
2024-03-29,通用设备制造业,1
2024-03-29,酒、饮料和精制茶制造业,1
2024-03-29,金属制品业,1
2024-03-29,铁路、船舶、航空航天和其他运输设备制造业,3
2024-06-28,专用设备制造业,1
2024-06-28,仪器仪表制造业,1
2024-06-28,化学原料和化学制品制造业,1
2024-06-28,医药制造业,2
2024-06-28,水上运输业,3
2024-06-28,煤炭开采和洗选业,2
2024-06-28,电力、热力生产和供应业,4
2024-06-28,电气机械和器材制造业,5
2024-06-28,石油和天然气开采业,1
2024-06-28,计算机、通信和其他电子设备制造业,6
2024-06-28,软件和信息技术服务业,1
2024-06-28,造纸和纸制品业,1
2024-06-28,金属制品业,1
2024-06-28,食品制造业,1
2024-09-30,专业技术服务业,1
2024-09-30,互联网和相关服务,1
2024-09-30,公共设施管理业,1
2024-09-30,化学原料和化学制品制造业,2
2024-09-30,医药制造业,1
2024-09-30,房地产业,2
2024-09-30,橡胶和塑料制品业,1
2024-09-30,汽车制造业,1
2024-09-30,电信、广播电视和卫星传输服务,1
2024-09-30,电气机械和器材制造业,1
2024-09-30,计算机、通信和其他电子设备制造业,1
2024-09-30,软件和信息技术服务业,12
2024-09-30,通用设备制造业,1
2024-09-30,金属制品业,1
2024-09-30,铁路、船舶、航空航天和其他运输设备制造业,1
2024-09-30,零售业,1
2024-09-30,食品制造业,1
2024-12-31,专用设备制造业,3
2024-12-31,互联网和相关服务,1
2024-12-31,仪器仪表制造业,1
2024-12-31,农业,1
2024-12-31,医药制造业,1
2024-12-31,商务服务业,1
2024-12-31,橡胶和塑料制品业,1
2024-12-31,汽车制造业,1
2024-12-31,电气机械和器材制造业,4
2024-12-31,计算机、通信和其他电子设备制造业,6
2024-12-31,软件和信息技术服务业,3
2024-12-31,通用设备制造业,2
2024-12-31,铁路、船舶、航空航天和其他运输设备制造业,1
2024-12-31,零售业,4
2025-03-31,专用设备制造业,1
2025-03-31,互联网和相关服务,1
2025-03-31,化学原料和化学制品制造业,3
2025-03-31,医药制造业,4
2025-03-31,废弃资源综合利用业,1
2025-03-31,汽车制造业,4
2025-03-31,电气机械和器材制造业,2
2025-03-31,纺织业,1
2025-03-31,计算机、通信和其他电子设备制造业,6
2025-03-31,软件和信息技术服务业,3
2025-03-31,通用设备制造业,3
2025-03-31,非金属矿物制品业,1
2025-06-30,专用设备制造业,1
2025-06-30,互联网和相关服务,2
2025-06-30,其他制造业,2
2025-06-30,化学原料和化学制品制造业,1
2025-06-30,医药制造业,4
2025-06-30,商务服务业,2
2025-06-30,批发业,1
2025-06-30,有色金属矿采选业,1
2025-06-30,木材加工和木、竹、藤、棕、草制品业,1
2025-06-30,电力、热力生产和供应业,1
2025-06-30,电气机械和器材制造业,1
2025-06-30,计算机、通信和其他电子设备制造业,6
2025-06-30,软件和信息技术服务业,2
2025-06-30,造纸和纸制品业,1
2025-06-30,金属制品业,1
2025-06-30,铁路、船舶、航空航天和其他运输设备制造业,2
2025-06-30,非金属矿物制品业,1
2025-09-30,专业技术服务业,1
2025-09-30,专用设备制造业,6
2025-09-30,互联网和相关服务,2
2025-09-30,仪器仪表制造业,1
2025-09-30,化学原料和化学制品制造业,1
2025-09-30,批发业,1
2025-09-30,文教、工美、体育和娱乐用品制造业,1
2025-09-30,有色金属矿采选业,1
2025-09-30,电力、热力生产和供应业,1
2025-09-30,电气机械和器材制造业,1
2025-09-30,计算机、通信和其他电子设备制造业,7
2025-09-30,软件和信息技术服务业,4
2025-09-30,通用设备制造业,1
2025-09-30,金属制品业,1
2025-09-30,非金属矿物制品业,1
2025-12-31,专业技术服务业,1
2025-12-31,专用设备制造业,3
2025-12-31,化学原料和化学制品制造业,2
2025-12-31,家具制造业,1
2025-12-31,建筑安装业,1
2025-12-31,批发业,1
2025-12-31,有色金属冶炼和压延加工业,2
2025-12-31,汽车制造业,2
2025-12-31,电气机械和器材制造业,1
2025-12-31,计算机、通信和其他电子设备制造业,7
2025-12-31,通用设备制造业,3
2025-12-31,造纸和纸制品业,1
2025-12-31,金属制品业,2
2025-12-31,铁路、船舶、航空航天和其他运输设备制造业,1
2025-12-31,非金属矿物制品业,1
2025-12-31,非金属矿采选业,1
2026-03-31,专用设备制造业,4
2026-03-31,仪器仪表制造业,2
2026-03-31,化学原料和化学制品制造业,2
2026-03-31,医药制造业,1
2026-03-31,废弃资源综合利用业,1
2026-03-31,建筑安装业,1
2026-03-31,文教、工美、体育和娱乐用品制造业,1
2026-03-31,有色金属冶炼和压延加工业,1
2026-03-31,有色金属矿采选业,2
2026-03-31,橡胶和塑料制品业,1
2026-03-31,生态保护和环境治理业,1
2026-03-31,电力、热力生产和供应业,3
2026-03-31,电气机械和器材制造业,4
2026-03-31,计算机、通信和其他电子设备制造业,5
2026-03-31,金属制品业,1
2026-06-16,专用设备制造业,4
2026-06-16,仪器仪表制造业,1
2026-06-16,化学原料和化学制品制造业,5
2026-06-16,电气机械和器材制造业,1
2026-06-16,皮革、毛皮、羽毛及其制品和制鞋业,1
2026-06-16,计算机、通信和其他电子设备制造业,13
2026-06-16,通用设备制造业,1
2026-06-16,金属制品业,2
2026-06-16,非金属矿物制品业,2
