date,portfolio_value,nav,daily_return,benchmark_nav
2005-01-31,1000000.0,1.0,0.0,1.0
2005-02-01,1000290.9345238096,1.0002909345238096,0.00029093452380952377,0.9978873023379322
2005-02-02,1000584.1626663301,1.00058416266633,0.0002931428571428571,1.0518124026037914
2005-02-03,1000876.2617715314,1.0008762617715314,0.0002919285714285714,1.0357624595736308
2005-02-04,1001170.5074772987,1.0011705074772987,0.00029398809523809526,1.0587556348302065
2005-02-16,1001453.9638772282,1.0014539638772282,0.00028312499999999996,1.0670043597531622
2005-02-17,1001742.3468526119,1.0017423468526119,0.0002879642857142857,1.0661992706591044
2005-02-18,1002030.5982129187,1.0020305982129187,0.00028775000000000003,1.0514167346390373
2005-02-21,1002319.5766800819,1.0023195766800819,0.0002883928571428572,1.0714106620879205
2005-02-22,1002597.5592755359,1.0025975592755358,0.00027733928571428576,1.0952290272175123
2005-02-23,1002883.2160301328,1.0028832160301329,0.00028491666666666666,1.0967693816471422
2005-02-24,1003164.560589487,1.003164560589487,0.0002805357142857143,1.0993972940119778
2005-02-25,1003439.9949447626,1.0034399949447625,0.0002745654761904762,1.1003187560368455
2005-02-28,1003728.6870204512,1.0037286870204511,0.000287702380952381,1.0941531065753876
2005-03-01,1004010.7049086264,1.0040107049086264,0.0002809702380952381,1.0912416674336696
2005-03-02,1004292.8558217225,1.0042928558217226,0.0002810238095238095,1.0754985257665532
2005-03-03,1004572.1628163806,1.0045721628163806,0.0002781130952380952,1.0819413543904857
2005-03-04,1004857.018820501,1.004857018820501,0.00028355952380952376,1.076443262377583
2005-03-07,1005139.6587822115,1.0051396587822115,0.00028127380952380955,1.0822756620826306
2005-03-08,1005422.8628640474,1.0054228628640474,0.0002817559523809524,1.103529590991465
2005-03-09,1005700.347604878,1.005700347604878,0.00027598809523809526,1.1026885320824296
2005-03-10,1005978.3100110707,1.0059783100110706,0.00027638690476190477,1.076196763351413
2005-03-11,1006254.8762027641,1.006254876202764,0.00027492261904761903,1.0810727891523495
2005-03-14,1006530.2725893888,1.0065302725893888,0.0002736845238095238,1.0832404994726184
2005-03-15,1006803.7252959454,1.0068037252959454,0.0002716785714285714,1.0659157438822215
2005-03-16,1007077.7497027261,1.0070777497027261,0.00027217261904761904,1.055063439116327
2005-03-17,1007344.9430154493,1.0073449430154493,0.0002653154761904762,1.0433594960840504
2005-03-18,1007610.6602246739,1.007610660224674,0.0002637797619047619,1.0261796776892986
2005-03-21,1007874.7561782553,1.0078747561782553,0.0002621011904761905,1.0286213933648385
2005-03-22,1008140.6491369968,1.0081406491369969,0.0002638154761904762,1.0068829298895408
2005-03-23,1008412.3730461254,1.0084123730461254,0.0002695297619047619,1.0032415150909242
2005-03-24,1008680.2685974435,1.0086802685974434,0.00026566071428571426,1.0107507429353695
2005-03-25,1008948.2593342818,1.0089482593342818,0.0002656845238095238,1.0088062570551088
2005-03-28,1009211.2044630819,1.0092112044630819,0.0002606130952380952,1.0045290228799761
2005-03-29,1009472.1155954833,1.0094721155954833,0.0002585297619047619,0.9986162200590962
2005-03-30,1009722.2964347985,1.0097222964347985,0.0002478333333333333,0.9764186124749666
2005-03-31,1009969.9368382508,1.0099699368382509,0.0002452559523809524,0.9824509620338604
2005-04-01,1010226.5112842885,1.0102265112842885,0.0002540416666666667,1.0190439011591803
2005-04-04,1010473.5116662976,1.0104735116662975,0.0002445,1.0017254931831912
2005-04-05,1010720.4220718178,1.0107204220718178,0.0002443511904761905,0.994241655796377
2005-04-06,1010970.9423640528,1.0109709423640527,0.00024786309523809526,1.0129184532556386
2005-04-07,1011216.4518432585,1.0112164518432585,0.00024284523809523805,1.0252846640577973
2005-04-08,1011462.6529535546,1.0114626529535546,0.00024347023809523813,1.044556021399924
2005-04-11,1011713.1103723813,1.0117131103723813,0.0002476190476190476,1.0381682054341927
2005-04-12,1011955.3735076026,1.0119553735076026,0.00023945833333333333,1.018983598822306
2005-04-13,1012200.2426138159,1.012200242613816,0.00024197619047619049,1.0427247346432693
2005-04-14,1012442.9718469956,1.0124429718469956,0.00023980357142857142,1.02789141770794
2005-04-15,1012686.3137205684,1.0126863137205684,0.00024035119047619046,1.0113230861678077
2005-04-18,1012925.8260895526,1.0129258260895526,0.00023651190476190476,0.9998973802337403
2005-04-19,1013166.076419268,1.013166076419268,0.00023718452380952382,1.001850329599878
2005-04-20,1013410.1288286761,1.013410128828676,0.0002408809523809524,0.9848228539509137
2005-04-21,1013651.3023427278,1.0136513023427278,0.00023798214285714286,0.974290045776879
2005-04-22,1013895.2604564637,1.0138952604564637,0.0002406726190476191,0.9675954284481034
2005-04-25,1014133.9482990295,1.0141339482990295,0.00023541666666666668,0.9558110822999946
2005-04-26,1014378.0769010362,1.0143780769010362,0.00024072619047619046,0.9653208666186364
2005-04-27,1014622.8378778419,1.014622837877842,0.0002412916666666667,0.9524531942782604
2005-04-28,1014865.2421447699,1.01486524214477,0.00023891071428571426,0.9702201670057351
2005-04-29,1015110.8939011497,1.0151108939011497,0.0002420535714285714,0.9589785418894945
2005-05-09,1015353.5597857329,1.0153535597857328,0.00023905357142857137,0.9325735238887181
2005-05-10,1015593.2074009271,1.015593207400927,0.00023602380952380953,0.9354891947733746
2005-05-11,1015830.2879628787,1.0158302879628787,0.0002334404761904762,0.9250516008154571
2005-05-12,1016069.7034405685,1.0160697034405686,0.0002356845238095238,0.9114930964403638
2005-05-13,1016304.5002145388,1.0163045002145388,0.00023108333333333336,0.9148732011125255
2005-05-16,1016545.4611719945,1.0165454611719944,0.00023709523809523807,0.9035691577879412
2005-05-17,1016783.5627428106,1.0167835627428106,0.00023422619047619051,0.9112688140646211
2005-05-18,1017018.1310793656,1.0170181310793656,0.00023069642857142858,0.9141347619697496
2005-05-19,1017250.77397685,1.01725077397685,0.00022875,0.9145230243843612
2005-05-20,1017480.8482486284,1.0174808482486284,0.00022617261904761906,0.9115089654763836
2005-05-23,1017704.5123422344,1.0177045123422344,0.00021982142857142857,0.8881148325763808
2005-05-24,1017930.4245706795,1.0179304245706795,0.00022198214285714288,0.8960355974215994
2005-05-25,1018153.4603976345,1.0181534603976345,0.00021910714285714285,0.8962503583757305
2005-05-26,1018379.9631799496,1.0183799631799495,0.00022246428571428572,0.8845749796082892
2005-05-27,1018607.3953099408,1.0186073953099408,0.00022332738095238094,0.8760945667594481
2005-05-30,1018838.3827262451,1.018838382726245,0.00022676785714285716,0.8826527103784559
2005-05-31,1019071.6785223468,1.0190716785223468,0.0002289821428571429,0.8825955818487855
2005-06-01,1019302.4012030865,1.0193024012030865,0.00022640476190476192,0.8633199927637202
2005-06-02,1019531.5804268998,1.0195315804268998,0.00022483928571428573,0.8461391164332337
2005-06-03,1019760.8172478465,1.0197608172478465,0.0002248452380952381,0.8445924143891961
2005-06-06,1019986.3179285653,1.0199863179285653,0.00022113095238095236,0.8637198924714125
